Id,imdbId,Label,Year,Genre
m143534,tt0015493,The White Shadow,1924,
m120673,tt0015498,Wild Oranges,1924,Drama
m1405,tt0015881,Greed,1924,"Drama,History"
m80881,tt0016392,The City Without Jews,1924,Drama
m176407,tt0140566,Soviet Toys,1924,Animation
m176298,tt0177955,Opus III,1924,
m217268,tt0219671,The Epic of Everest,1924,Documentary
m84880,tt1764657,The Great White Silence,1924,Documentary
m44967,tt0015361,Strike,1925,Drama
m397339,tt0015589,The Awful Truth,1925,
m3060,tt0015624,The Big Parade,1925,"Drama,Romance,War"
m86955,tt0015634,Body and Soul,1925,"Drama,Romance"
m643,tt0015648,Battleship Potemkin,1925,"Drama,History"
m120676,tt0015684,The Circle,1925,Comedy
m89647,tt0015687,Clash of the Wolves,1925,"Western,Adventure,Romance"
m38715,tt0015693,Cobra,1925,"Drama,Romance"
m111759,tt0015758,Don Q Son of Zorro,1925,"Western,Adventure,Romance"
m55589,tt0015768,Master of the House,1925,"Drama,Comedy"
m42359,tt0015841,The Freshman,1925,Comedy
m8462,tt0015842,The Joyless Street,1925,Drama
m33015,tt0015863,Go West,1925,"Comedy,Western"
m962,tt0015864,The Gold Rush,1925,"Adventure,Comedy,Drama"
m115132,tt0015873,Grass: A Nation's Battle for Life,1925,Documentary
m184363,tt0015977,Kino-pravda no. 21 - Lenin Kino-Pravda. A Film Poem about Lenin,1925,Documentary
m121379,tt0016004,Lady Windermere's Fan,1925,Comedy
m44439,tt0016013,Lazybones,1925,"Action,War,Romance,Drama,Comedy"
m168217,tt0016022,Lightnin',1925,"Drama,Comedy"
m2981,tt0016039,The Lost World,1925,"Adventure,Drama,Fantasy,Science Fiction"
m53230,tt0016104,The Merry Widow,1925,"Romance,Drama"
m27502,tt0016123,The Monster,1925,"Comedy,Horror,Science Fiction"
m101858,tt0016129,The Movies,1925,Comedy
m116746,tt0016201,Parisian Love,1925,"Crime,Drama,Romance"
m964,tt0016220,The Phantom of the Opera,1925,"Drama,Horror"
m184507,tt0016226,The Plastic Age,1925,
m64398,tt0016230,The Pleasure Garden,1925,Drama
m184819,tt0016232,Poil de Carotte,1925,"Drama,Comedy"
m99258,tt0016258,The Rag Man,1925,"Comedy,Drama"
m184862,tt0016276,The Red Kimona,1925,Drama
m105539,tt0016310,The Salvation Hunters,1925,Drama
m32600,tt0016332,Seven Chances,1925,"Comedy,Romance"
m147618,tt0016394,Stage Struck,1925,Comedy
m27505,tt0016473,The Unholy Three,1925,"Crime,Drama,Romance"
m149515,tt0016480,The Vanishing American,1925,Western
m94803,tt0016481,Variety,1925,"Drama,Crime"
m47508,tt0016544,The Wizard of Oz,1925,"Comedy,Family,Fantasy"
m31510,tt0016641,Ben-Hur: A Tale of the Christ,1925,"Adventure,Drama"
m55544,tt0017448,Tartuffe,1925,Drama
m184402,tt0177956,Opus IV,1925,Animation
m184395,tt0490599,"In Youth, Beside the Lonely Sea",1925,
m19354,tt0015532,The Adventures of Prince Achmed,1926,"Drama,Animation,Adventure,Fantasy"
m66148,tt0015801,The Late Mathias Pascal,1926,Drama
m67451,tt0016493,The Imaginary Voyage,1926,"Comedy,Drama,Fantasy"
m128899,tt0016627,Bardelys the Magnificent,1926,"Action,Drama,Romance"
m27501,tt0016629,The Bat,1926,"Comedy,Horror,Mystery"
m51371,tt0016630,Battling Butler,1926,"Drama,Comedy"
m189621,tt0016634,Beau Geste,1926,
m184885,tt0016640,The Bells,1926,"Drama,Crime,Horror"
m50075,tt0016654,The Black Pirate,1926,"Adventure,Drama,Action"
m111302,tt0016655,The Blackbird,1926,"Crime,Drama,Romance"
m110253,tt0016669,La Bohème,1926,"Romance,Drama"
m172913,tt0016672,The Boob,1926,"Comedy,Romance"
m117211,tt0016690,Brown of Harvard,1926,"Drama,Romance"
m102024,tt0016691,The Bridal Party in Hardanger,1926,"Drama,Romance"
m89059,tt0016804,Don Juan,1926,"Adventure,Romance"
m111457,tt0016822,Ella Cinders,1926,"Romance,Comedy"
m99946,tt0016832,Exit Smiling,1926,Comedy
m10728,tt0016847,Faust,1926,"Drama,Fantasy,Horror"
m38687,tt0016884,Flesh and the Devil,1926,"Drama,Romance"
m42368,tt0016895,For Heaven's Sake,1926,"Romance,Comedy,Action"
m84954,tt0016914,Secrets of a Soul,1926,"Thriller,Drama"
m262176,tt0016938,The Great Gatsby,1926,Drama
m120828,tt0016939,The Great K&A Train Robbery,1926,Western
m94658,tt0016953,The Holy Mountain,1926,"Adventure,Drama"
m188066,tt0017029,Kiki,1926,Comedy
m94525,tt0017048,A Page of Madness,1926,"Drama,Horror"
m29466,tt0017103,The Magician,1926,"Horror,Drama"
m72821,tt0017119,Mantrap,1926,"Western,Comedy"
m183932,tt0017120,Mare Nostrum,1926,War
m98914,tt0017128,Mother,1926,Drama
m94727,tt0017162,Moana,1926,Documentary
m66812,tt0017196,Nana,1926,"Romance,Drama"
m190163,tt0017226,Old Ironsides,1926,"History,Drama"
m126644,tt0017271,By the Law,1926,Drama
m85638,tt0017350,The Scarlet Letter,1926,Drama
m189505,tt0017372,"Stride, Soviet!",1926,Documentary
m269710,tt0017374,The Shamrock Handicap,1926,"Romance,Drama"
m185579,tt0017376,A Sixth Part of the World,1926,Documentary
m85689,tt0017416,The Son of the Sheik,1926,"Adventure,Drama,Action,Romance"
m73575,tt0017423,Sparrows,1926,Drama
m51263,tt0017437,The Strong Man,1926,Comedy
m95956,tt0017449,The Temptress,1926,"Romance,Drama"
m32716,tt0017463,3 Bad Men,1926,"Romance,Western"
m111607,tt0017540,What Price Glory,1926,"Comedy,Drama,War"
m96395,tt0017567,The Winning of Barbara Worth,1926,"Drama,Romance,Western"
m961,tt0017925,The General,1926,"Action,Adventure,Comedy,Drama"
m111305,tt0018471,Tell It to the Marines,1926,"Action,Comedy,Drama"
m48000,tt0147039,Ménilmontant,1926,
m189420,tt0209143,Mechanics of the Brain,1926,Documentary
m190152,tt0283525,The Open Road,1926,Documentary
m2760,tt0017075,The Lodger: A Story of the London Fog,1927,"Crime,Drama,Thriller"
m19,tt0017136,Metropolis,1927,"Drama,Science Fiction"
m262806,tt0017418,The Forty-First,1927,
m67531,tt0017534,West Point,1927,Drama
m189682,tt0017632,Annie Laurie,1927,"Drama,Romance"
m222,tt0017668,Berlin: Symphony of a Great City,1927,"Documentary,History"
m76804,tt0017739,The Cat and the Canary,1927,"Drama,Horror,Comedy,Thriller,Mystery"
m44657,tt0017743,Chang: A Drama of the Wilderness,1927,"Adventure,Drama,Documentary"
m128298,tt0017750,Chicago,1927,"Comedy,Drama,Crime"
m34847,tt0017765,College,1927,"Drama,Comedy,Romance"
m47590,tt0017809,The Girl with the Hat Box,1927,"Romance,Drama,Comedy"
m50868,tt0017813,Do Detectives Think?,1927,Comedy
m52782,tt0017825,Downhill,1927,Drama
m125749,tt0017918,The Gaucho,1927,Action
m124993,tt0017998,Hindle Wakes,1927,"Drama,Romance"
m82283,tt0018033,It,1927,"Drama,Comedy,Romance"
m939,tt0018037,The Jazz Singer,1927,"Drama,Music"
m16661,tt0018051,The Kid Brother,1927,"Comedy,Drama"
m49633,tt0018054,The King of Kings,1927,"Drama,History"
m106254,tt0018066,The End of St. Petersburg,1927,Drama
m64852,tt0018097,London After Midnight,1927,"Horror,Drama"
m128229,tt0018102,Long Pants,1927,
m120831,tt0018107,Love,1927,Drama
m91480,tt0018166,Mockery,1927,"Romance,Drama"
m87894,tt0018179,Mr. Wu,1927,Drama
m73969,tt0018183,My Best Girl,1927,"Drama,Comedy,Romance"
m42536,tt0018192,Napoleon,1927,"Drama,History"
m104433,tt0018218,Old San Francisco,1927,"Drama,History,Romance"
m102541,tt0018253,The Patent Leather Kid,1927,"War,Drama,Romance"
m134475,tt0018311,The Red Mill,1927,"Comedy,Romance"
m36056,tt0018328,The Ring,1927,Drama
m82474,tt0018379,7th Heaven,1927,"War,Drama,Romance"
m108632,tt0018397,The Show,1927,"Crime,Drama"
m207999,tt0018440,Spring Fever,1927,Comedy
m85876,tt0018451,The Student Prince in Old Heidelberg,1927,"Drama,Romance"
m631,tt0018455,Sunrise: A Song of Two Humans,1927,"Drama,Romance"
m102384,tt0018515,Two Arabian Knights,1927,"Adventure,Comedy,Romance"
m42565,tt0018526,Underworld,1927,"Drama,Crime"
m27503,tt0018528,The Unknown,1927,"Drama,Horror,Romance"
m131360,tt0018530,Upstream,1927,
m122331,tt0018566,When a Man Loves,1927,"History,Romance"
m28966,tt0018578,Wings,1927,"Action,Drama,Romance,War"
m269390,tt0943415,Skull,1927,
m2969,tt0017621,A Daughter Of Destiny,1928,"Drama,Fantasy,Science Fiction,Horror"
m118014,tt0017775,The Seashell and the Clergyman,1928,Mystery
m36055,tt0017843,Easy Virtue,1928,"Drama,Thriller"
m214600,tt0018187,Le mystère de la tour Eiffel,1928,
m697,tt0018217,October (Ten Days that Shook the World),1928,"Documentary,Drama"
m222220,tt0018392,Shooting Stars,1928,Drama
m99875,tt0018523,The Italian Straw Hat,1928,Comedy
m142159,tt0018618,Across to Singapore,1928,"Adventure,Drama"
m31411,tt0018742,The Cameraman,1928,Comedy
m36054,tt0018756,Champagne,1928,Comedy
m28189,tt0018770,The Fall of the House of Usher,1928,"Drama,Horror"
m28978,tt0018773,The Circus,1928,"Comedy,Drama"
m207636,tt0018795,The Cossacks,1928,Drama
m3061,tt0018806,The Crowd,1928,Drama
m66897,tt0018826,Les deux timides,1928,Comedy
m206581,tt0018836,The Divine Woman,1928,Drama
m885,tt0018839,The Docks of New York,1928,"Drama,Romance"
m106394,tt0018873,The Fall of the House of Usher,1928,Horror
m95169,tt0018909,Four Sons,1928,"War,Drama"
m158219,tt0018935,Sex in Chains,1928,"Drama,Romance"
m110887,tt0018937,A Girl in Every Port,1928,"Drama,Comedy"
m113788,tt0018972,Hangman's House,1928,"Thriller,Drama,Romance"
m203024,tt0019067,A Lady of Chance,1928,"Comedy,Romance,Drama"
m52679,tt0019071,The Last Command,1928,"Drama,History,Romance"
m27507,tt0019074,"Laugh, Clown, Laugh",1928,Drama
m173689,tt0019096,Lights of New York,1928,"Crime,Drama"
m101482,tt0019109,Lonesome,1928,"Comedy,Drama,Romance"
m27517,tt0019130,The Man Who Laughs,1928,"Drama,Horror"
m108923,tt0019195,The Mysterious Lady,1928,"Adventure,Drama"
m153845,tt0019225,The Eleventh Year,1928,Documentary
m42614,tt0019237,Our Dancing Daughters,1928,"Drama,Romance"
m780,tt0019254,The Passion of Joan of Arc,1928,"Drama,History"
m53209,tt0019258,The Patsy,1928,"Comedy,Drama,Romance"
m45665,tt0019278,Plane Crazy,1928,"Animation,Family"
m84273,tt0019286,Storm Over Asia,1928,Drama
m27777,tt0019304,The Racket,1928,"Crime,Drama"
m42538,tt0019344,Sadie Thompson,1928,"Drama,Romance"
m31404,tt0019379,Show People,1928,"Comedy,Romance"
m205410,tt0019400,The Smart Set,1928,Comedy
m22595,tt0019412,Speedy,1928,Comedy
m78507,tt0019415,Spies,1928,"Action,Drama,Thriller"
m25768,tt0019421,"Steamboat Bill, Jr.",1928,"Action,Comedy"
m53565,tt0019422,Steamboat Willie,1928,Animation
m28391,tt0019429,Street Angel,1928,"Drama,Romance"
m248553,tt0019434,Submarine,1928,"Action,Drama"
m79757,tt0019451,Tempest,1928,"Drama,Romance"
m117435,tt0019489,The Trail of '98,1928,"Adventure,Action"
m50916,tt0019504,Two Tars,1928,Comedy
m3565,tt0019509,Underground,1928,Drama
m42537,tt0019558,The Wedding March,1928,Drama
m27506,tt0019563,West of Zanzibar,1928,"Drama,Mystery"
m190160,tt0019571,While the City Sleeps,1928,"Drama,Crime"
m53161,tt0019574,White Shadows in the South Seas,1928,"Drama,Romance"
m31416,tt0019585,The Wind,1928,"Drama,Romance,Western"
m42615,tt0019591,A Woman of Affairs,1928,Drama
m50922,tt0019607,You're Darn Tootin',1928,Comedy
m82088,tt0019611,Zvenigora,1928,"Drama,Fantasy"
m50181,tt0019646,L'argent,1928,Drama
m85685,tt0019935,The Godless Girl,1928,Drama
m83989,tt0020018,In Old Arizona,1928,"Action,Western"
m104430,tt0020223,Noah's Ark,1928,"Drama,War"
m144651,tt0123318,Ghosts Before Breakfast,1928,Documentary
m115893,tt0131461,"The Life and Death of 9413, a Hollywood Extra",1928,"Comedy,Drama"
m343435,tt0139673,Tukkijoella,1928,
m190000,tt0174772,In the Shadow of the Machine,1928,Documentary
m190341,tt0015152,The Gypsy Charmer,1929,"Romance,Drama"
m905,tt0018737,Pandora's Box,1929,"Drama,Thriller,Romance"
m104485,tt0018908,The Four Feathers,1929,"Drama,Adventure"
m126958,tt0019486,The Tournament,1929,
m171446,tt0019557,Weary River,1929,"Romance,Drama"
m13847,tt0019630,Alibi,1929,"Action,Crime,Thriller"
m50855,tt0019640,Angora Love,1929,Comedy
m120833,tt0019644,Applause,1929,"Drama,Music"
m85715,tt0019649,Arsenal,1929,"Drama,War"
m55584,tt0019655,Asphalt,1929,Drama
m47571,tt0019684,Behind That Curtain,1929,"Crime,Mystery,Thriller"
m50861,tt0019686,Berth Marks,1929,Comedy
m206034,tt0019699,The Black Watch,1929,"Drama,Adventure"
m543,tt0019702,Blackmail,1929,"Drama,Thriller,Crime"
m190352,tt0019715,Bouncing Babies,1929,"Family,Comedy"
m130717,tt0019725,Broadway,1929,Music
m198176,tt0019726,Broadway Babies,1929,"Drama,Music"
m65203,tt0019729,The Broadway Melody,1929,"Drama,Music,Romance"
m81829,tt0019735,Bulldog Drummond,1929,"Action,Thriller"
m26317,tt0019760,Man with a Movie Camera,1929,"Drama,Documentary"
m20625,tt0019777,The Cocoanuts,1929,Comedy
m85507,tt0019788,Coquette,1929,Drama
m262260,tt0019813,The Desert Song,1929,Music
m84274,tt0019823,Disraeli,1929,"History,Drama"
m104214,tt0019824,The Divine Lady,1929,"Drama,History,Romance,War"
m173580,tt0019843,Dynamite,1929,Drama
m190091,tt0019850,Erotikon,1929,"Drama,Romance"
m99934,tt0019886,The Flying Fleet,1929,"Adventure,Drama,Romance"
m3007,tt0019901,Woman in the Moon,1929,"Drama,Comedy,Science Fiction,Romance"
m117531,tt0019946,The Great Gabbo,1929,"Drama,Romance"
m72856,tt0019959,Hallelujah,1929,Drama
m77022,tt0019968,The Haunted House,1929,Animation
m31678,tt0019993,The Hollywood Revue of 1929,1929,"Comedy,Music"
m79761,tt0020030,The Iron Mask,1929,"Action,Drama"
m30631,tt0020062,The Kiss,1929,"Drama,Romance"
m77922,tt0020075,Laila,1929,Drama
m147846,tt0020092,The Letter,1929,Drama
m48734,tt0020094,Liberty,1929,Comedy
m39048,tt0020103,The Locked Door,1929,Mystery
m51759,tt0020112,The Love Parade,1929,"Comedy,Music,Romance"
m108155,tt0020114,The Love Trap,1929,"Comedy,Romance"
m105981,tt0020122,Lucky Star,1929,"Romance,Drama"
m20213,tt0020142,The Manxman,1929,Drama
m95348,tt0020198,The Mysterious Island,1929,
m264309,tt0020210,Navy Blues,1929,"Comedy,Drama"
m190269,tt0020217,New York Nights,1929,"Crime,Drama"
m151068,tt0020230,The New Babylon,1929,"Drama,History,War"
m109891,tt0020247,Our Modern Maidens,1929,"Drama,Comedy"
m51079,tt0020269,Piccadilly,1929,Drama
m128284,tt0020321,Rain,1929,Documentary
m88018,tt0020414,The Skeleton Dance,1929,Animation
m198204,tt0020425,So This Is College,1929,
m128006,tt0020439,Speedway,1929,"Drama,Romance"
m51303,tt0020442,Spite Marriage,1929,Comedy
m169842,tt0020446,The Squall,1929,Drama
m86360,tt0020466,Sunnyside Up,1929,"Comedy,Music"
m42637,tt0020475,Diary of a Lost Girl,1929,Drama
m91715,tt0020479,The Taming of the Shrew,1929,Comedy
m99767,tt0020488,Their Own Desire,1929,"Drama,Romance"
m27456,tt0020499,Thunderbolt,1929,Drama
m53796,tt0020514,The Trespasser,1929,Drama
m136141,tt0020523,The Steel Road,1929,Documentary
m626,tt0020530,Un chien andalou,1929,"Drama,Fantasy"
m42616,tt0020556,The Virginian,1929,Western
m29043,tt0020570,White Hell of Pitz Palu,1929,Drama
m118131,tt0020581,Where East is East,1929,Drama
m288521,tt0020585,Why Be Good?,1929,"Romance,Comedy"
m5201,tt0020589,Wild Orchids,1929,"Drama,Romance"
m80168,tt0020590,The Wild Party,1929,"Comedy,Drama"
m61546,tt0020695,The Bishop Murder Case,1929,Mystery
m94716,tt0020793,A Cottage on Dartmoor,1929,Drama
m130813,tt0021394,So Long Letty,1929,
m147050,tt0122580,Lambchops,1929,Comedy
m173494,tt0249816,My Grandmother,1929,"Comedy,Drama"
m190326,tt0261007,Komunaris chibukhi,1929,Drama
m162512,tt0306606,Eveready Harton in Buried Treasure,1929,Animation
m158968,tt0019403,Salt for Svanetia,1930,"Documentary,Drama"
m347,tt0020163,People on Sunday,1930,Drama
m166560,tt0020336,Chasing Rainbows,1930,"Romance,Comedy,Drama"
m101383,tt0020594,With Byrd at the South Pole,1930,Documentary
m130816,tt0020620,Abraham Lincoln,1930,"History,Drama"
m143,tt0020629,All Quiet on the Western Front,1930,"Drama,War"
m13913,tt0020640,Animal Crackers,1930,Comedy
m42812,tt0020641,Anna Christie,1930,"Drama,Romance"
m47612,tt0020656,Au bonheur des dames,1930,"Comedy,Drama"
m26162,tt0020668,The Bat Whispers,1930,"Crime,Drama,Mystery,Thriller"
m47250,tt0020686,The Big House,1930,"Crime,Drama"
m42640,tt0020691,The Big Trail,1930,"Adventure,Western,Romance"
m183832,tt0020693,Billy the Kid,1930,"Drama,Romance"
m228,tt0020697,The Blue Angel,1930,Drama
m65874,tt0020701,Borderline,1930,Drama
m94009,tt0020702,Born Reckless,1930,"Crime,Comedy,Drama"
m166621,tt0020713,Bright Lights,1930,"Music,Drama"
m34796,tt0020768,City Girl,1930,"Drama,Romance"
m89984,tt0020799,The Cuckoos,1930,Comedy
m81847,tt0020815,The Dawn Patrol,1930,"Action,War,Drama"
m120835,tt0020821,The Devil to Pay!,1930,"Comedy,Romance"
m80708,tt0020827,The Divorcee,1930,Drama
m26699,tt0020836,The Doorway to Hell,1930,Crime
m104557,tt0020838,Doughboys,1930,
m75793,tt0020852,Elstree Calling,1930,"Music,Comedy"
m42363,tt0020876,Feet First,1930,Comedy
m162874,tt0020891,The Florodora Girl,1930,"Drama,Romance"
m42811,tt0020902,Free and Easy,1930,"Comedy,Music"
m174792,tt0020919,The Girl Said No,1930,"Comedy,Romance"
m85610,tt0020945,Half Shot at Sunrise,1930,Comedy
m22301,tt0020960,Hell's Angels,1930,"Action,Drama,History"
m162954,tt0020980,Walk Cheerfully,1930,"Romance,Crime,Drama"
m36789,tt0020987,"Hook, Line and Sinker",1930,"Comedy,Romance"
m195617,tt0021004,It's a Bird,1930,
m47695,tt0021015,Juno and the Paycock,1930,Drama
m90395,tt0021016,Just Imagine,1930,"Comedy,Fantasy,Music,Science Fiction"
m108213,tt0021025,King of Jazz,1930,"Music,Animation"
m122047,tt0021040,Ladies of Leisure,1930,"Drama,Romance"
m241374,tt0021042,The Lady of Scandal,1930,"Comedy,Drama,Romance"
m162928,tt0021060,Let Us Be Gay,1930,"Comedy,Drama"
m144792,tt0021074,Liliom,1930,Drama
m146449,tt0021087,Loose Ankles,1930,"Romance,Comedy"
m166007,tt0021100,Love in the Rough,1930,"Comedy,Music,Romance"
m83817,tt0021106,Madam Satan,1930,"Romance,Comedy"
m91470,tt0021110,Mammy,1930,"Music,Comedy"
m166643,tt0021140,Men Without Women,1930,"Drama,Action"
m85505,tt0021148,Min and Bill,1930,"Drama,Comedy"
m105067,tt0021153,Monte Carlo,1930,"Comedy,Music,Romance"
m42641,tt0021156,Morocco,1930,"Drama,Romance"
m31930,tt0021165,Murder!,1930,"Mystery,Thriller"
m221395,tt0021189,Not So Dumb,1930,Comedy
m96161,tt0021197,The Office Wife,1930,"Drama,Romance"
m156320,tt0021223,Our Blushing Brides,1930,Drama
m179818,tt0021228,Paid,1930,Drama
m174762,tt0021240,Passion Flower,1930,Drama
m56178,tt0021273,Beauty Prize,1930,Drama
m104439,tt0021281,Raffles,1930,"Adventure,Crime,Romance"
m99608,tt0021282,Rain or Shine,1930,"Romance,Drama,Comedy,Music"
m88269,tt0021283,"I Flunked, But...",1930,Comedy
m201695,tt0021294,Remote Control,1930,"Comedy,Drama"
m77412,tt0021310,Romance,1930,Drama
m174759,tt0021345,The Sea Bat,1930,"Action,Romance,Thriller"
m217763,tt0021371,Show Girl in Hollywood,1930,"Drama,Comedy,Music"
m49308,tt0021406,That Night's Wife,1930,Drama
m50307,tt0021408,Soup to Nuts,1930,"Comedy,Romance"
m54419,tt0021409,Under the Roofs of Paris,1930,"Music,Comedy,Drama,Romance"
m229221,tt0021413,Spring Is Here,1930,"Romance,Comedy,Music"
m120837,tt0021472,Three Faces East,1930,Drama
m27504,tt0021505,The Unholy Three,1930,"Crime,Drama"
m72602,tt0021508,Up the River,1930,"Comedy,Crime"
m80705,tt0021542,Westfront 1918,1930,"Drama,War"
m108224,tt0021549,Whoopee!,1930,"Music,Comedy"
m178447,tt0021550,Wide Open,1930,Comedy
m118134,tt0021551,The Widow From Chicago,1930,"Crime,Drama,Romance"
m198227,tt0021568,Young Man of Manhattan,1930,"Comedy,Music,Romance"
m46594,tt0021571,Earth,1930,Drama
m47831,tt0021576,À propos de Nice,1930,Documentary
m5729,tt0021577,L'Âge d'Or,1930,"Romance,Comedy,Drama"
m42815,tt0021770,The Criminal Code,1930,"Crime,Romance,Drama"
m116639,tt0022191,The Naughty Flirt,1930,"Comedy,Drama,Romance"
m193638,tt0022409,A Soldier's Plaything,1930,"Comedy,Drama,Romance,War"
m153444,tt0020814,David Golder,1931,
m27899,tt0021079,Little Caesar,1931,"Drama,Action,Crime"
m45176,tt0021375,Enthusiasm,1931,Documentary
m248741,tt0021595,Alexander Hamilton,1931,"History,Drama"
m86232,tt0021607,An American Tragedy,1931,"Drama,Romance"
m84298,tt0021622,Arrowsmith,1931,Drama
m96482,tt0021632,Bachelor Apartment,1931,"Comedy,Drama,Romance"
m229005,tt0021633,The Bachelor Father,1931,"Comedy,Drama,Romance"
m84299,tt0021635,Bad Girl,1931,Romance
m156415,tt0021649,Behind Office Doors,1931,"Drama,Romance"
m38453,tt0021668,The Black Camel,1931,"Thriller,Crime,Comedy,Mystery,Drama"
m42659,tt0021673,Blonde Crazy,1931,"Comedy,Crime,Drama"
m53178,tt0021720,The Cat's Out,1931,Animation
m42816,tt0021730,The Champ,1931,Drama
m26614,tt0021739,La Chienne,1931,Drama
m42861,tt0021746,Cimarron,1931,"Drama,Western"
m901,tt0021749,City Lights,1931,"Comedy,Drama,Romance"
m29745,tt0021750,City Streets,1931,"Romance,Crime,Drama"
m136109,tt0021761,Consolation Marriage,1931,"Romance,Drama"
m63787,tt0021763,Convicted,1931,"Drama,Thriller"
m85262,tt0021768,Cracked Nuts,1931,"Comedy,Romance"
m154515,tt0021778,"Dance, Fools, Dance",1931,"Crime,Drama,Romance"
m202125,tt0021780,Just A Gigolo,1931,"Romance,Comedy"
m99922,tt0021799,Dirigible,1931,"Adventure,Drama,War"
